Link,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=ee8291b33acec360,INFORMATION SECURITY SPECIALIST,US Department of the Navy 대한민국,,Land & base management Certain current or former term or temporary federal employees of a land or base management agency...
https://kr.indeed.com/viewjob?jk=ee81869b45fc6fa3,S4HANA Cloud ERP Lead-Korea,SAP 4.3 서울,,short and long term achievements... tactics to develop an effective long- term sales strategy and plan. - Demonstrates...
https://kr.indeed.com/viewjob?jk=05a93ec504aceaec,Global Account Manager,Vodafone 서울,,"partners... drive profitable and long- term revenue contribution, customer... profitable, long term business of those..."
https://kr.indeed.com/viewjob?jk=b4a1ec96dbff425b,Youth Ministry Director at Camp Humphrey...,Christian Career Center 경기도 평택,,stationed all over the world... military brats” (a term of endearment) live in an environment where... military...
https://kr.indeed.com/viewjob?jk=4ad2184003a14962,Channel Account Manager,TeamViewer GmbH 서울,,"development... partners, assisting them in developing a long- term successful strategy for achieving... business..."
https://kr.indeed.com/viewjob?jk=bdc85b5f10573a3a,WWPS Education Program Manager,Amazon Web Services Korea LLC 서울,,"Program strategy and coverage, recruit, motivate, and develop long term relationships with key government agencies, education..."
https://kr.indeed.com/viewjob?jk=f51c58f2b1431fbb,Supply Management Officer,US Department of the Army 4.3 대한민국,,Land & base management Certain current or former term or temporary federal employees of a land or base management agency...
https://kr.indeed.com/viewjob?jk=2b7a376abaff07b4,Industry Consultant_Financial Service,IBM 3.9 서울,,Deliver signings both quarterly and against a longer- term plan Required Technical and Professional Expertise - Demonstrated...
https://kr.indeed.com/viewjob?jk=0049e64a61fecda5,IMC- PR Mgr,Success Korea 서울 강남구,,자격요건 담당직무 1.Draft and develop competitive short & long term digital strategy 2. Improve digital media spending effectiveness...
https://kr.indeed.com/viewjob?jk=603d7115c880c307,Finance Controller,Diageo 4.0 서울,,process with business partners... context... longer term strategic business unit goals... external environment...
https://kr.indeed.com/viewjob?jk=422c429f445c97f4,"Partnerships Manager - Mid-Market, Korea",Bytedance 서울,,functional teams to improve the efficiency and build long term growth. 1. BA/BS degree or above. 2. 2-10 years of overall...
https://kr.indeed.com/viewjob?jk=87d139c63c277e98,Solutions Engineer,DataDog 대한민국 +1 지역,,continues to innovate... well positioned... long term. Equal Opportunity at Datadog: Datadog is an Affirmative...
https://kr.indeed.com/viewjob?jk=fdf4ea991aef7fbf,Digital Marketing Specialist (18-month c...,McKinsey & Company 4.3 서울,,"challenges faced by our clients... position... fixed term of 18 months... role, you will collaborate within..."
https://kr.indeed.com/viewjob?jk=45c58991acce7bee,"Sr. Director, Logistics Operations",Coupang 3.0 서울,,"judgment, able to step back and look at long term vision... department growth... step back and look at long term vision..."
https://kr.indeed.com/viewjob?jk=674c8f8160be417c,Technical Manager,Air Liquide 서울,,consistent performances and responsibility over the long term. Entity and activity description Air Liquide Solutions Korea...
https://kr.indeed.com/viewjob?jk=23ff05d6199fcd7f,Senior Accountant,AESOP Corporate 서울,,"develop, document and drive accounting and financial reporting long term strategy, processes, and knowledge base; Formalize..."
https://kr.indeed.com/viewjob?jk=c2c9cde027fe4414,[이태리계 포워딩] 포워딩 영업 경력직원(7년 이상),사비노델베네코리아 서울 강서구,,willingness to go the extra mile for customers and build long term relationships ● Driver’s license... ability to travel...
https://kr.indeed.com/viewjob?jk=772273e6069c49df,Organon-PV & Regulatory Affairs Lead,MSD 서울,,PV short and long- term country/country... responsible for both short and long- term budget planning including regulatory...
https://kr.indeed.com/viewjob?jk=3a971b518fef36bf,Application Scientist,Oxford Instruments Plc 서울,,partners and market conditions consistent... long- term goals... company. Carry out customer demonstrations...
https://kr.indeed.com/viewjob?jk=540f40a6a2bde9cf,Client Manager,dunnhumby 서울,,edge techniques on projects... have both short and long- term impact. You'll work within a fast-paced client leadership...
https://kr.indeed.com/viewjob?jk=ea0c2fd84510e26c,Sales Engineer and Area Manager for Kore...,Opto Engineering 서울,,등) 사이의 인터페이스 역할 Your responsibilities: build and develop long- term relationships with customers within a defined sales area...
https://kr.indeed.com/viewjob?jk=73c22021540acd71,Integrated Planning Manager,Netflix 서울,,roles and titles to get great work done... role: Long- Term Planning - you will assess opportunities for APAC markets...
https://kr.indeed.com/viewjob?jk=8f8d21f9934449d6,RLT Key Account Manager,Novartis 서울,,customer contact... charge of forging long- term business relationships with key decision-makers and influencers...
https://kr.indeed.com/viewjob?jk=5ad2ea0313301e31,New Business Developer,Glass Substrates for TFT-LCDs 대한민국,,development of technology and capabilities to support the long term needs... business -Collaborate... business unit...
https://kr.indeed.com/viewjob?jk=ffb3cac5db587e4a,Telco Business Development Management (P...,Hewlett Packard Enterprise 3.8 서울,,"customer, account team or partner on long- term basis across... entire enterprise... client leadership for long- term strategic..."
https://kr.indeed.com/viewjob?jk=c63837e099282f48,2021 Arrow Management Trainee – Field Sa...,Arrow Electronics 경기도,,"Ideal candidates should be available and interested in long- term participation. Location: KR-Seoul, Korea (Centerpoint..."
https://kr.indeed.com/viewjob?jk=da83ccf654e10ff8,Lead Engineer - McKinsey Digital (18-mon...,McKinsey & Company 4.3 서울,,source technologies together with traditional Enterprise software products... position... fixed term of 18 months.
https://kr.indeed.com/viewjob?jk=15af3dddb2cc8813,Territory Sales Manager- NGS,Integrated DNA Technologies (IDT) 경기도,,client relationship by understanding both short- term and long- term needs/goals for optimal positioning of IDT’s products...
https://kr.indeed.com/viewjob?jk=368026f167c0b83c,Project Assistance D&L Sepcialist,MSD 서울,,phone calls or emails. Employee Status: Temporary (Fixed Term)Relocation:No relocationVISA Sponsorship:Travel Requirements...
https://kr.indeed.com/viewjob?jk=a6af373b62fbe30d,[Consumer Health] Project Management Spe...,Johnson & Johnson Family of Companies 4.2 충청북도 청주,,"Project Management Specialist - 근무지: 충북 청주시 - 근무형태: Fixed Term (계약직) [Summary... position is designed to plan, manage..."
https://kr.indeed.com/viewjob?jk=0dab6bec07d1638c,"Director, Publisher Development South Ko...",PubMatic 서울,,"responsible for establishing, long- term, mutually beneficial partnerships... closing long- term mobile relationships..."
https://kr.indeed.com/viewjob?jk=d858a270a940c293,Management Team | Gangdong-gu | Seeking...,POLY Gangdong 서울,,Responsibilities POLY Gangdong is looking to add a new long term member... school management staff. The right...
https://kr.indeed.com/viewjob?jk=03c67b34ce01888f,KR_AH_Sales Trainer,Boehringer Ingelheim 4.1 대한민국,,"animals... family owned company, we focus on long- term performance. We believe... we have talented and ambitious..."
https://kr.indeed.com/viewjob?jk=e70f2ca2f79ff9e3,Server Build Technician (Seoul),"SoftLayer Technologies, Inc. 서울",,who have 1 year of working experience or related educational qualifications are encouraged to apply Fixed Term Contract
https://kr.indeed.com/viewjob?jk=06995d4800ce38f3,Field Application Engineer (FAE) – Korea...,LUCID Vision Labs 대한민국,,"grow your career... company grows Permanent, long- term employment in a pleasant and fun environment Email us at careers..."
https://kr.indeed.com/viewjob?jk=899da529209fa80f,Account Manager,聯發科技 경기도 성남,,proactive/strategic approach and maintain on-going biz for long- term partnership with clients. 3. Manage biz proposal/FCST...
https://kr.indeed.com/viewjob?jk=932581a5e29a3adf,Sales representative,Berga Recycling 서울,,support... Inside sales department. - Build long term business relationship with existing and potential accounts...
https://kr.indeed.com/viewjob?jk=d7c930674681f845,AE Indirect – Consumer Reseller Online A...,Apple 서울,,"beyond the short- term. You see the world... you’ve balanced delivering on short- term goals, while building balanced value..."
https://kr.indeed.com/viewjob?jk=67718d1ed442e54d,Manager of Equity and Long-Term Incentiv...,Coupang 3.0 서울,,Coupang's equity and long- term incentive... long- term incentive grants. Reconcile and upload payroll payments on long- term...
https://kr.indeed.com/viewjob?jk=6315ef0fdac99d07,Teaching Business English Communication...,Speaking Proficiency Enhancement Program 대한민국,,"2020 ~ January 2021 (at SPEP Apgujeong Center, Seoul) Short- term (4-month) contract available [Salary] Based on 160..."
https://kr.indeed.com/viewjob?jk=f8959a77197be4e9,Account Manager- MM,TikTok 서울,,"Conduct regular business reviews and take a consultative, long- term approach to build productive relationships with clients..."
https://kr.indeed.com/viewjob?jk=daea6a267e16f0ec,Marketing Manager - Korea - Field Market...,Aveva 서울,,Korea’s business vision for short terms (2-3 year) and longer term (>3 years) Tactical (i.e. Demand/Pipeline Generation...
https://kr.indeed.com/viewjob?jk=a7fd1998db48f335,Salesforce Developer,IQVIA 서울,,"time, costs and results Define and implement long- term technical architectures / integrations - sustainable - scalable..."
https://kr.indeed.com/viewjob?jk=83aca4a96d00fb64,EPC Sales Engineer,"Atlas Copco Korea Co., Ltd. 경기도 성남",,"Defining the quoted price through information of delivery term, contract term... relative difficulty... project..."
https://kr.indeed.com/viewjob?jk=dd57bda72788eb1e,"Marketing Manager, Coolsculpting",Abbvie 서울,,Consumers) and carry out 2. Coordinate the short- term & mid- term sales forecast process based on solid market insights...
https://kr.indeed.com/viewjob?jk=4733c382358be381,KR_AH_CA Administrator (Temp),Boehringer Ingelheim 4.1 대한민국,,"animals... family owned company, we focus on long- term performance. We believe... we have talented and ambitious..."
https://kr.indeed.com/viewjob?jk=73abff0f1c419230,Retail Standards & Operations Manager,Burberry 서울,,"mindset is core to our business and key to our long- term success. JOB PURPOSE RESPONSIBILITIES Supervise, implement..."
https://kr.indeed.com/viewjob?jk=1f0b29d4dfcfd8c9,HR Manager,Burberry 서울,,mindset is core to our business and key to our long- term success. JOB PURPOSE As an ambassador... company’s culture you...
https://kr.indeed.com/viewjob?jk=52a593e64d404756,Mid-Market Sales Engineer,DataDog 대한민국 +1 지역,,continues to innovate... well positioned... long term. Equal Opportunity at Datadog: Datadog is an Affirmative...
https://kr.indeed.com/viewjob?jk=3cc0f6ebeaa61255,[Janssen] Product Manager,Johnson & Johnson Family of Companies 4.2 서울,,short and long- term strategic marketing... translate them into clear short term and long- term strategies. 5) Self-driven...
https://kr.indeed.com/viewjob?jk=9e275d4978dece87,Partnerships Manager - Key Account - Kor...,TikTok 서울,,functional teams to improve the efficiency and build long term growth. Qualifications 1. BA/BS degree or above. 2. 4-10 years...
https://kr.indeed.com/viewjob?jk=ffe90fface49bab0,Customer Success Specialist (CSS) - Inte...,Cisco Systems 4.1 서울,,make tactical and strategic deployment decisions and track long term business outcomes Drive adoption and expansion of Cisco...
https://kr.indeed.com/viewjob?jk=db15f9fff4d03f36,Business Development Director (1 year co...,Klook 서울,,"suppliers, and create merchant success plans for long term sustainable partnership. Provide training and daily operational..."
https://kr.indeed.com/viewjob?jk=0a46c5df20446bc6,글로벌코스메틱PR,Success Korea 서울 강남구,,채널 화장픔 브랜드) Key Job Accountabilities Develop short- term/ long- term communication strategy and execute strategic PR campaigns...
https://kr.indeed.com/viewjob?jk=61c290bc83dd2dca,Group Product Manager (부장급),Success Korea 서울 여의도역,,Main responsibility: Contribute to achieve short & long term sales/profit and brand growth by establishing & implementing...
https://kr.indeed.com/viewjob?jk=774c58f447c0fe75,"KR_HP_Medical Affairs Lead, Respiratory",Boehringer Ingelheim 4.1 대한민국,,"humans and animals... family owned company, we focus on long term performance. We are powered by 50,000 employees globally..."
https://kr.indeed.com/viewjob?jk=e5555cbf0318d173,Global Sales Lead - Workplace Transforma...,Dell Technologies 4.0 서울,,accounts and managing Korean multinationals globally through long- term strategic interactions involving C-Level relationship...
https://kr.indeed.com/viewjob?jk=1ed0d470d1b09a5f,Intern - Economic Affairs,United Nations ESCAP 인천,,commission of any... acts. The term “sexual exploitation” means any actual... conditions. The term “sexual harassment...
https://kr.indeed.com/viewjob?jk=2d2437806cbfafe0,영어강사,(주)대구외대어연 대구 북구,"연봉 24,000,000원","있습니다. 휴 가: 여름휴가, 겨울휴가가 주말 포함 각각 5일정도 제공됩니다. 주중휴가: 수요일 기준 Mid- Term, Final Test 기간을 이용하여 연차별로 휴가가 제공 될 수 있습니다. 연차휴가: 장기근무자에게..."
https://kr.indeed.com/viewjob?jk=ec401422afc7ddd2,SUPERVISORY SCHOOL AGE PROGRAM COORDINAT...,US Department of the Air Force 4.4 경기도 오산,,disabilities Land & base management Certain current or former term or temporary federal employees of a land or base...
https://kr.indeed.com/viewjob?jk=132ca14f9f746ee7,외국계화학사 Process Engineer,외국계 화학전문 대기업 전라남도 여수,,technology exchange with other sites ?Planning the mid- term capital expenditure and carry out capital project ?Administrate...
https://kr.indeed.com/viewjob?jk=3bada37de786abe2,Corporate English Trainer for Business C...,Speaking Proficiency Enhancement Program 경기도 용인,,"2020 ~ February 2021 (at SPEP Apgujeong Center, Seoul) Short- term (4-month) contract available [Salary] Based on 160..."
https://kr.indeed.com/viewjob?jk=42faf8cfce51c82e,외국계은행 FI RM 채용,외국계은행 서울 중구,,"Executes each credit transactions, Bilateral Term loan, Syndicated or Club Term Loan, Private or Public Samurai Bond, FRN..."
https://kr.indeed.com/viewjob?jk=43bf0c7e2b10e9b5,Operations Manager (운영팀장) - 한국,Beam 서울,,highly adaptable candidate who is able to switch between long- term strategic initiatives one moment and pivot into rapid...
https://kr.indeed.com/viewjob?jk=874fb8367ad03070,Key Account Manager for EMI Shield,Success Korea 경기도 수원,,"term relation at various levels and disciplines, in order to maximize the value (top- and bottom-line) of short & long term..."
https://kr.indeed.com/viewjob?jk=453059a96c4cb537,KR_HP_MSL_oncology,Boehringer Ingelheim 4.1 대한민국,,"animals... family owned company, we focus on long- term performance. We believe... we have talented and ambitious..."
https://kr.indeed.com/viewjob?jk=51881c46961396ba,글로벌화장품PR,Success Korea 서울 강남구,,채널 화장픔 브랜드) Key Job Accountabilities Develop short- term/ long- term communication strategy and execute strategic PR campaigns...
https://kr.indeed.com/viewjob?jk=f7390c2adfa48302,Senior Sales Rep- Sports medicine,Success Korea 서울,,financial goals... business. Establish short and long term sales strategy and forecasts... local Seoul/Gyunggi...
https://kr.indeed.com/viewjob?jk=0fbc59d8c122aa5c,"Account Manager, Digital Native Business...",Amazon Web Services Korea LLC 서울,,"business... environment, and managing a team to build long- term business and marketing opportunities... ideal..."
https://kr.indeed.com/viewjob?jk=29e4ef6bbe864abe,Laura Mercier Product Manager,Shiseido International France 서울,,sales report & analyze keyline sales. Set up Short / long term strategies by supporting senior product manager Manage all...
https://kr.indeed.com/viewjob?jk=0175294332de1c12,Business Development Representative II,Oracle 3.8 서울,,products preferred. Desire... long- term career in sales preferred. Two years... Desire... long- term career in sales...
https://kr.indeed.com/viewjob?jk=190ab77496e92e6a,"Principal, Program Management (Finance)",Coupang 3.0 서울,,support the business growth... company's long- term vision. Roles & responsibilities include: Lead... support...
https://kr.indeed.com/viewjob?jk=409cc25563c9082e,외국계은행 cash Management 채용,은행 대전 중구,,[담당업무] - Cash Management e-banking non-STP payments - Term deposit placement & settlement - Cash internal & external...
https://kr.indeed.com/viewjob?jk=1ab28fcff0a11bc0,반도체 장비회사 대표이사,반도체 장비 화성 동탄면,,business growth strategies and plans to meet short- term and long- term objectives o Develop new business opportunities...
https://kr.indeed.com/viewjob?jk=a30204f2cfe3aaab,"Senior, Backend Engineer (Search Infrast...",Coupang 3.0 서울,,design an extensible system to serve both short term and long term needs and implement it incrementally Excellent...
https://kr.indeed.com/viewjob?jk=9a20d6836e358559,Field Sales Executive - Renewals,Wolters Kluwer 서울 여의도,,"build rapport with people easily, at any level, and develop long term relationships Well organized... strong attention..."
https://kr.indeed.com/viewjob?jk=644c195d1e3f7824,메이크업화장품PR,Success Korea 서울 강남구,,채널 화장픔 브랜드) Key Job Accountabilities Develop short- term/ long- term communication strategy and execute strategic PR campaigns...
https://kr.indeed.com/viewjob?jk=04bed05fc1b3b740,HR Manager채용,Success Korea 서울 강남구,,law; - Develop HR plans... CEO to ensure short- and long- term staff requirements; - Provide effective induction...
https://kr.indeed.com/viewjob?jk=e304a4395da93b3d,Sales & Marketing Director 총괄,에이치알 코리아 서울,,"sales & marketing... achievement of short and long term business objectives, increased profit, and market share through..."
https://kr.indeed.com/viewjob?jk=b31cbca1beff55c3,Program Analyst,US Department of the Army 4.3 대한민국,,Land & base management Certain current or former term or temporary federal employees of a land or base management agency...
https://kr.indeed.com/viewjob?jk=89a7a39688e67803,Channel Sales Manager (over 7 years),Success Korea 경기도 부천,,"sales activities to achieve short (monthly, quarterly) and long term (yearly) business objectives which maximise profits..."
https://kr.indeed.com/viewjob?jk=1af6307af84af946,[Janssen Vaccines] QC Manager,Johnson & Johnson Family of Companies 4.2 인천,,"assessment and drive to closure. • Capability to provide long- term planning of QC lab capabilities and capacity, including..."
https://kr.indeed.com/viewjob?jk=5d9ccb303f6c2f18,"Senior KA Sales Manager, IVD",Success Korea 서울 강남구,,objectives. -Explore more business innovation and make long term business plan. -Responsible for customer group breakthrough...
https://kr.indeed.com/viewjob?jk=fb6c3ec6b1449077,Customer Success Specialist (CSS) - Camp...,Cisco Systems 4.1 서울,,make tactical and strategic deployment decisions and track long term business outcomes Drive adoption and expansion of Cisco...
https://kr.indeed.com/viewjob?jk=cb3bbfbb18a5d977,Marketing Director,에이치알 코리아 서울,,"marketing group... achievement of short and long term business objectives, increased profit, and market share through..."
https://kr.indeed.com/viewjob?jk=e1c321e5500f68e5,"Senior Marketing Specialist, Pharma Serv...",Thermo Fisher Scientific 3.5 서울,,"Specialist is responsible for developing the short and long- term marketing strategy for Korea, and supporting the APAC Thermo..."
https://kr.indeed.com/viewjob?jk=34e301a54474e9e4,INTERN - ENVIRONMENT AFFAIRS [Temporary],United Nations 인천,,commission of any... acts. The term “sexual exploitation” means any actual... conditions. The term “sexual harassment...
https://kr.indeed.com/viewjob?jk=481785fe5528a3ed,Senior Director of Strategy(전략기획이사),에이치알 코리아 서울,,"investment opportunities • Establish short, mid & long term investment and portfolio strategy and ute such strategy upon..."
https://kr.indeed.com/viewjob?jk=3c2e52ced8813f87,Transformational License Agreement Sales...,Dell Technologies 4.0 서울,,role... substantially shift the sales motion to longer term and transformational. It should fundamentally increase...
https://kr.indeed.com/viewjob?jk=8b3e29f47525032a,외국계헤어사업부PR,Success Korea 서울 강남구,,담당직무 글로벌코스메틱 헤어사업부 PR /커뮤니케이션- JD참조 Develop short- term/ long- term communication strategy and execute strategic PR campaigns...
https://kr.indeed.com/viewjob?jk=51b01ccc49d7488e,Theme Park Business Developer,Theme Park N Attractions 경기도 용인,,"multi-national amusement/theme park companies Contract Term: 2yrs, but renewable. Compensation: Very competitive (Negotiable..."
https://kr.indeed.com/viewjob?jk=2fb23b73423d4dd2,외국계은행 FI RM Head 채용,외국계은행 서울 중구,,all documentation: reviewing and executing bilateral term loan agreement and etc. - Monitors each credit... transaction...
https://kr.indeed.com/viewjob?jk=89fc3ea64cc46685,Employment Readiness Progarm Manager,US Department of the Army 4.3 대한민국,,Land & base management Certain current or former term or temporary federal employees of a land or base management agency...
https://kr.indeed.com/viewjob?jk=86ef767113732ef8,Sales Manager,Success Korea 서울,,agreements to generate win-win scenarios that ensure a long- term customer relationship - Visit customers... potential...
https://kr.indeed.com/viewjob?jk=d37bec15b487ba42,Brand Manager,Success Korea 서울,,success... mid- term objectives... targets of Korea on short /Mid and long term. - Other Tasks: Material development...
https://kr.indeed.com/viewjob?jk=99f25dd2418d7378,National Sales and Marketing Manager,Kuehne+Nagel 서울,,new sales opportunities. + To establish and maintain long term sustainable partnerships with customers and service providers...
https://kr.indeed.com/viewjob?jk=e608119565bb5c89,TELECOMMUNICATIONS SPECIALIST,US Department of the Air Force 4.4 경기도 오산,,disabilities Land & base management Certain current or former term or temporary federal employees of a land or base...
https://kr.indeed.com/viewjob?jk=c05ad1702294846b,Enterprise Architect,Oracle 3.8 서울,,architecture strategy that delivers... customer’s long- term goals... work in collaboration with other pre-selling...
https://kr.indeed.com/viewjob?jk=e696131eae794f34,IT SPEC (CUSTOMER SUPPORT/INFOSEC),US Department of the Army 4.3 대한민국,,Land & base management Certain current or former term or temporary federal employees of a land or base management agency...
https://kr.indeed.com/viewjob?jk=b7c1e45d6719335e,금요일 저녁부터 주말수업 없는 좋은학원 수학 선생님,인하대역SDA삼육어학원 인천,"월급 2,500,000원","업은 없구요. 다만, 중고등학생 시험기간에는 일요일에 3회정도 진행합니다. 2개월마다 학원의 짧은 방학( term break)이 있어 재충전의 시간도 확보되어 있습니다. 강의하는 아이들 전문 수학 프로그램으로 1:1 개인..."
https://kr.indeed.com/viewjob?jk=77d863b350e3c065,INTERN - GRAPHIC DESIGN [Temporary],United Nations 인천,,commission of any... acts. The term “sexual exploitation” means any actual... conditions. The term “sexual harassment...
https://kr.indeed.com/viewjob?jk=4ad2184003a14962,Channel Account Manager,TeamViewer GmbH 서울,,"development... partners, assisting them in developing a long- term successful strategy for achieving... business..."
https://kr.indeed.com/viewjob?jk=81e638df1fe15f7b,Position at April Chungdahm Pyeongchon B...,Chung Dahm Learning 4.0 대한민국,,average) all contracts... minimum one year term E2 sponsorship (we also accept those with F-visas) Requirements...
https://kr.indeed.com/viewjob?jk=1d2472440df33e7b,Tech Business Development Associate,펍지 서울 서초구,,"선정 프로세스 지원 파트너쉽 관련 협의/계약 협상 지원 - 당사의 협상력을 높이고 파트너사와 건강한 long- term relationship을 구축할 수 있도록, BD Manager를 지원하여 계약 체결 프로세스 지원 [지원..."
https://kr.indeed.com/viewjob?jk=da912be7b0bb1fb0,Special Operations Physical Therapist (C...,KBR 대한민국,,facilities. • Assist... preparation of short and long- term fiscal plans. • Submits input... HP program Manager...
https://kr.indeed.com/viewjob?jk=437bec8b32923cde,"Operations Strategy Manager, Korea",Lime 서울,,industry Utilize operational data to develop short term and mid term business strategies Conduct complex analyses...
https://kr.indeed.com/viewjob?jk=6492627f9b86bf0c,Sales ( Service Product Specialist),"Agilent Technologies, Inc. 서울",,maintaining... satisfaction. Maintains positive ongoing long- term relationships with key customers. Interprets customer...
https://kr.indeed.com/viewjob?jk=e329b7aeede82a75,Senior Finance Manager,The Clorox Company 서울,,"Management Unit (PMU) Lead long term strategic planning process including... team, Lead the short term planning..."
https://kr.indeed.com/viewjob?jk=6cee2d8f9f26bf34,"Primary Support Engineer, Oracle Technol...","Rimini Street, Inc. 대한민국",,"focus on customer support... ability to build long term, successful working relationships with Clients Good knowledge..."
https://kr.indeed.com/viewjob?jk=5b6f23be69aabd04,GSF/R&D Controller,Sanofi 4.1 서울,,"JOB PURPOSE/PRIORITIES Plan, monitor & control the short and mid- term business financial performance in close relationship..."
https://kr.indeed.com/viewjob?jk=85ffa391bda6824c,Specialist Inside Sales SEA,LUXENDO GmbH 서울,,"customer relationships ensuring Bruker is seen as a long- term business partner. Work closely... sales, Market Product..."
https://kr.indeed.com/viewjob?jk=b01f2c6d2106d6c3,Key Account Management Admin,Diageo 4.0 서울,,Office Contract Term : 1 yr Diageo... Worker Type : Fixed Term Contract (Fixed Term) Primary Location: Seoul Office...
https://kr.indeed.com/viewjob?jk=25ea2d097b42fcd8,EPC Sales Manager,ABB 4.0 서울,,market in accordance with Strategy. You will build long term customer relationships and manage resolution to specific...
https://kr.indeed.com/viewjob?jk=710cf30847ba6446,"Manager, Financial Planning and Analysis",MasterCard 서울,,"• Responsible for budgeting and forecasting short/long- term plans, as well as preparing and analyzing internal and external..."
https://kr.indeed.com/viewjob?jk=c13cd2aa1af37ee8,General Supply Specialist,US Department of the Army 4.3 대한민국,,Land & base management Certain current or former term or temporary federal employees of a land or base management agency...
https://kr.indeed.com/viewjob?jk=0e67b7ae3f9ad3a0,"Business Development Manager, Independen...",Google 4.3 서울,,Google. Build and maintain relationships to influence long- term strategic direction. Act as an advisor... customer...
https://kr.indeed.com/viewjob?jk=55c05c872a4f55b9,Associate Design Director (18-month cont...,McKinsey & Company 4.3 서울,,you'll communicate the product’s vision to clients and customers... position... fixed term of 18 months.
https://kr.indeed.com/viewjob?jk=aee5c9a9e54f4db9,Business Controller,ABB 4.0 서울,,"delivers the insights we need to make successful, long- term business decisions. ABB's Robotics and Discrete Automation..."
https://kr.indeed.com/viewjob?jk=09e42e70ba295784,CX - Network Consulting Engineer,Cisco Systems 4.1 서울,,"become a trusted advisor, capable of building solid, long- term relationships with customers. You... expected..."
https://kr.indeed.com/viewjob?jk=55e5e328c7403fff,Asia Integrated Marketing Strategist (상시...,3M 4.0 서울,,Marketing Manager in building overall short and long- term Area/Division IM strategy. Own strategic End to End (Lead...
https://kr.indeed.com/viewjob?jk=c45603874e24a6f4,Regional Procurement Manager,CO E&A Customer Operations EMEA & APAC 서울,,"scouting, onboarding and contracting Ability to build mid- term / long- term strategy for procurement Ability to work under..."
https://kr.indeed.com/viewjob?jk=8a376a2df99b1b32,NARS Product Manager,Shiseido International France 서울,,sales report & analyze keyline sales. Set up Short / long term strategies by supporting senior product manager Manage all...
https://kr.indeed.com/viewjob?jk=d4f82394e8f7d2ed,Sr. IT Analyst,Kimberly-Clark 서울,,Korea – Seoul Additional Locations Worker Type Employee Worker Sub-Type Fixed Term (Fixed Term) Time Type Full time
https://kr.indeed.com/viewjob?jk=812765cc7ce11b5d,Corporate English Trainer Needed Short-T...,Speaking Proficiency Enhancement Program 대한민국,,"December 2020 (at SPEP Apgujeong Center, Seoul) Short- term (4-month) contract available [Salary] Based on 160 teaching..."
https://kr.indeed.com/viewjob?jk=e8de7c0fc2c04a0e,Project Manager - P2E,"Systek, Inc. 대한민국",,"package, including health, dental, life, disability, and long- term care insurance effective on an employee’s date of hire..."
https://kr.indeed.com/viewjob?jk=716193a2147ae47e,Postal Superintendent,US Department of the Army 4.3 대한민국,,Land & base management Certain current or former term or temporary federal employees of a land or base management agency...
https://kr.indeed.com/viewjob?jk=5befb6e3bc29298e,"Technical Specialist, Professional Servi...",Google 4.3 서울,,customers attain... business goals while building long- term capabilities. Behind every advertising campaign at Google...
https://kr.indeed.com/viewjob?jk=73f9814f9c834c41,Digital Marketing Manager,Hasbro 대한민국,,optimal resources/investment in Korea to drive robust long- term growth. Establish and run rhythms of business with related...
https://kr.indeed.com/viewjob?jk=b2d39fe3f1aedc0b,Partnerships Manager - Key Account - Kor...,Bytedance 서울,,functional teams to improve the efficiency and build long term growth. 1. BA/BS degree or above. 2. 4-10 years of overall...
https://kr.indeed.com/viewjob?jk=0a95fa194ddf1303,Integrated Logistics Support Analyst,"Systek, Inc. 대한민국",,"package, including health, dental, life, disability, and long- term care insurance effective on an employee’s date of hire..."
https://kr.indeed.com/viewjob?jk=bbe06a4c1be26dc9,Head of Sales-Mid-Market,TikTok 서울,,functional teams to improve the efficiency and build long term growth. Qualifications 1. BA/BS degree or above. 2. 10+ years...
https://kr.indeed.com/viewjob?jk=2b909f72a18cbdf1,"Account Manager, Korea",Mintel 서울,,accounts and executing the service plan in mid to long term view Negotiating contracts and closing agreements to maximize...
https://kr.indeed.com/viewjob?jk=13930c7d3145e817,"3 Months Bank Contractor, Global Investm...",Bank of America 3.8 서울,,"Our Business Global Investment Banking focuses on building long- term relationships with more than 3,000 large corporations..."
https://kr.indeed.com/viewjob?jk=0280ffaeb851e1a7,Customer Success Specialist (CSS) - Coll...,Cisco Systems 4.1 서울,,"tactical and strategic deployment decisions and track long term business outcomes Collaborate with Account teams, Customer..."
https://kr.indeed.com/viewjob?jk=e0fde70909c9d3ee,"Head of HR, Korea - Amazon Web Services,...",Amazon Web Services Korea LLC 서울,,execution of AWS HR short- term and long- term plans based on Global and Regional HR... plan... long term. ESSENTIAL DUTIES...
https://kr.indeed.com/viewjob?jk=2d1923bd1305c3f6,"Accelerated Growth Consultant, Google Cu...",Google 4.3 서울,,sustainable and long term strategies... using product knowledge to drive long- term success for our customers. Convert new...
https://kr.indeed.com/viewjob?jk=07e4997cdc03b7bc,"CSG Regional Lead, Korea",Salesforce 서울,,all of which are critical... company’s short and long- term success. Your Impact (Responsibilities) Drive harmony within...
https://kr.indeed.com/viewjob?jk=11eaa9b830aee0f5,"Senior Manager, Public Policy - Korea",Twitter 서울,,Extraordinary skills working with multiple teams on long term and ad-hoc projects High fluency in social media and high...
